RaceNo,WPM,Accuracy,Points,Date,Rank,Racers
13827,110,98.5,168,2021-08-12,1,5
13828,91,97.3,64,2021-08-12,4,5
13829,102,97.8,82,2021-08-12,2,5
13830,105,98.3,184,2021-08-12,1,3
13831,105,98.3,91,2021-08-12,2,5
13832,102,97.9,133,2021-08-12,3,5
13833,98,98.3,88,2021-08-12,3,5
13834,108,98.7,130,2021-08-12,2,3
13835,94,98.0,89,2021-08-12,1,4
13836,107,98.0,78,2021-08-12,2,5
13837,110,98.8,62,2021-08-12,1,5
13838,101,97.4,107,2021-08-12,1,5
13839,93,97.4,121,2021-08-12,1,5
13840,95,97.3,87,2021-08-12,3,5
13841,88,96.1,110,2021-08-12,3,5
13842,102,97.1,51,2021-08-12,3,5
13843,111,99.0,65,2021-08-12,3,5
13844,94,96.8,91,2021-08-12,1,5
13845,112,99.6,92,2021-08-12,1,5
13846,112,99.2,79,2021-08-12,2,5
13847,107,98.2,150,2021-08-12,3,5
13848,94,98.0,69,2021-08-12,3,5
13849,99,98.4,76,2021-08-12,2,5
13850,105,99.2,91,2021-08-12,1,5
13851,89,97.2,118,2021-08-12,4,5
13852,95,97.2,67,2021-08-12,2,5
13853,107,98.6,111,2021-08-12,1,5
13854,94,97.6,118,2021-08-12,3,5
13855,104,98.4,172,2021-08-13,1,4
13856,82,96.4,48,2021-08-13,1,5
13857,93,97.2,84,2021-08-13,1,5
13858,90,97.0,89,2021-08-13,1,5
13859,117,99.0,78,2021-08-13,1,5
13860,95,97.3,68,2021-08-13,1,5
13861,110,98.6,81,2021-08-13,1,4
13862,100,96.8,43,2021-08-13,4,4
13863,90,95.9,115,2021-08-13,2,5
13864,100,99.5,52,2021-08-13,1,5
13865,95,96.3,79,2021-08-13,2,5
13866,99,97.6,137,2021-08-13,2,5
13867,115,99.1,82,2021-08-13,2,5
13868,89,96.0,102,2021-08-13,1,4
13869,112,99.1,41,2021-08-13,1,5
13870,103,98.5,104,2021-08-13,2,5
13871,97,97.5,113,2021-08-13,1,4
13872,94,97.4,49,2021-08-13,1,5
13873,115,99.1,85,2021-08-14,1,5
13874,104,98.2,73,2021-08-14,2,5
13875,95,96.5,46,2021-08-14,2,5
13876,95,97.8,77,2021-08-14,1,5
13877,108,98.8,94,2021-08-14,1,3
13878,106,98.6,65,2021-08-14,2,5
13879,111,98.3,119,2021-08-14,1,4
13880,96,96.6,75,2021-08-14,2,5
13881,83,96.8,119,2021-08-14,1,5
13882,96,97.5,68,2021-08-14,3,5
13883,106,98.5,56,2021-08-14,2,5
13884,97,96.6,81,2021-08-14,3,5
13885,98,98.2,106,2021-08-14,3,5
13886,101,97.4,100,2021-08-14,1,5
13887,101,97.2,66,2021-08-14,1,5
13888,112,98.0,86,2021-08-14,2,5
13889,77,95.1,43,2021-08-14,4,5
13890,97,97.1,157,2021-08-14,3,4
13891,109,99.1,65,2021-08-14,4,5
13892,112,98.5,140,2021-08-14,3,5
13893,94,96.3,83,2021-08-14,3,4
13894,110,99.1,105,2021-08-14,1,5
13895,93,98.0,62,2021-08-14,2,5
13896,107,97.3,85,2021-08-14,2,5
13897,97,97.8,141,2021-08-14,3,4
13898,97,96.6,79,2021-08-14,1,5
13899,99,97.5,78,2021-08-14,3,5
13900,93,97.6,90,2021-08-14,1,3
13901,100,97.0,112,2021-08-14,1,4
13902,99,97.1,144,2021-08-14,1,5
13903,99,97.7,80,2021-08-14,3,3
13904,103,97.6,82,2021-08-14,1,5
13905,100,97.3,180,2021-08-14,1,5
13906,108,98.2,77,2021-08-14,2,4
13907,95,97.2,65,2021-08-14,2,2
13908,114,99.4,118,2021-08-14,1,5
13909,102,97.6,137,2021-08-14,1,5
13910,114,98.0,95,2021-08-14,2,5
13911,86,95.8,72,2021-08-14,4,5
13912,105,97.4,88,2021-08-14,2,5
13913,90,96.6,59,2021-08-14,3,5
13914,99,97.3,81,2021-08-14,1,4
13915,79,95.9,43,2021-08-14,1,5
13916,72,95.6,47,2021-08-14,2,5
13917,97,97.8,52,2021-08-14,3,5
13918,93,97.0,92,2021-08-14,1,5
13919,109,98.8,73,2021-08-14,1,5
13920,87,96.7,36,2021-08-14,4,5
13921,100,98.0,72,2021-08-14,1,5
13922,98,97.8,47,2021-08-14,3,5
13923,99,97.7,181,2021-08-14,1,5
13924,98,97.3,78,2021-08-15,3,5
13925,102,97.8,90,2021-08-15,1,5
13926,107,98.7,111,2021-08-15,2,5
13927,101,97.3,94,2021-08-15,1,5
13928,109,98.9,109,2021-08-15,1,4
13929,95,97.3,123,2021-08-15,2,4
13930,80,96.1,68,2021-08-15,4,5
13931,94,97.8,92,2021-08-15,2,2
13932,83,96.8,65,2021-08-15,3,4
13933,88,96.6,68,2021-08-15,3,5
13934,97,98.0,86,2021-08-15,5,5
13935,99,98.3,81,2021-08-15,1,5
13936,86,96.5,73,2021-08-15,1,4
13937,92,97.9,57,2021-08-15,2,5
13938,94,98.1,81,2021-08-15,2,4
13939,101,98.3,76,2021-08-15,1,5
13940,86,95.5,76,2021-08-15,3,5
13941,100,98.0,68,2021-08-15,1,5
13942,89,97.3,52,2021-08-15,1,5
13943,90,96.5,121,2021-08-15,5,5
13944,104,98.5,133,2021-08-15,1,5
13945,103,96.8,15,2021-08-15,3,5
13946,73,93.3,25,2021-08-15,4,5
13947,98,96.7,99,2021-08-15,2,5
13948,97,97.7,89,2021-08-15,2,5
13949,107,98.5,91,2021-08-15,1,5
13950,98,97.3,80,2021-08-15,2,5
13951,89,96.8,55,2021-08-15,2,4
13952,97,97.0,66,2021-08-15,2,5
13953,105,99.0,65,2021-08-15,3,5
13954,103,98.0,92,2021-08-15,3,5
13955,111,98.7,109,2021-08-15,1,5
13956,100,98.0,112,2021-08-15,2,5
13957,102,98.0,126,2021-08-15,3,4
13958,100,98.2,77,2021-08-15,1,5
13959,103,97.5,92,2021-08-15,3,5
13960,98,98.3,92,2021-08-15,2,4
13961,100,97.3,57,2021-08-15,2,5
13962,82,95.5,49,2021-08-15,2,4
13963,93,97.8,62,2021-08-15,3,5
13964,106,98.4,62,2021-08-15,1,5
13965,98,97.4,75,2021-08-15,2,5
13966,108,97.2,72,2021-08-15,4,5
13967,107,96.9,80,2021-08-15,2,5
13968,101,98.3,86,2021-08-15,1,4
13969,90,97.7,45,2021-08-15,1,5
13970,115,99.3,153,2021-08-15,3,5
13971,101,97.9,69,2021-08-15,3,5
13972,109,98.5,99,2021-08-15,2,5
13973,95,96.9,62,2021-08-15,3,5
13974,108,97.8,95,2021-08-15,1,5
13975,104,98.9,68,2021-08-15,1,5
13976,94,96.8,66,2021-08-15,1,5
13977,103,97.4,60,2021-08-15,3,5
13978,111,96.7,89,2021-08-15,4,5
13979,88,96.6,80,2021-08-15,2,2
13980,80,95.2,43,2021-08-15,2,5
13981,91,96.3,85,2021-08-15,3,4
13982,113,99.0,96,2021-08-15,1,5
13983,103,98.3,100,2021-08-15,2,5
13984,87,97.6,91,2021-08-15,3,5
13985,88,97.7,89,2021-08-15,1,5
13986,99,98.1,65,2021-08-15,1,5
13987,82,96.4,68,2021-08-15,1,5
13988,93,98.1,56,2021-08-15,1,4
13989,96,98.3,170,2021-08-15,1,3
13990,102,98.6,97,2021-08-15,2,5
13991,103,99.0,122,2021-08-15,1,5
13992,99,97.3,53,2021-08-15,1,5
13993,85,95.8,44,2021-08-15,1,5
13994,110,99.5,77,2021-08-15,1,4
13995,108,98.6,83,2021-08-15,2,5
13996,100,97.6,107,2021-08-15,1,3
13997,93,97.1,192,2021-08-15,1,4
13998,91,97.5,80,2021-08-15,3,5
13999,107,99.1,73,2021-08-15,2,5
14000,89,97.3,79,2021-08-15,4,5
14001,98,97.9,108,2021-08-15,2,4
14002,94,97.2,48,2021-08-15,3,4
14003,111,98.6,77,2021-08-15,2,3
14004,107,98.6,100,2021-08-15,3,5
14005,112,98.9,93,2021-08-15,1,5
14006,94,97.7,75,2021-08-15,3,4
14007,101,97.8,111,2021-08-15,2,4
14008,111,99.2,89,2021-08-15,1,5
14009,115,99.6,82,2021-08-15,1,5
14010,93,97.3,65,2021-08-15,2,4
14011,101,97.3,194,2021-08-15,2,5
14012,94,96.7,94,2021-08-15,3,5
14013,92,97.6,57,2021-08-15,1,5
14014,105,98.7,93,2021-08-15,1,5
14015,110,98.3,71,2021-08-15,2,5
14016,83,96.9,48,2021-08-15,1,5
14017,86,96.4,57,2021-08-15,2,5
14018,93,97.7,96,2021-08-15,1,5
14019,94,97.2,83,2021-08-15,2,5
14020,95,98.1,104,2021-08-16,2,5
14021,94,96.3,70,2021-08-16,2,5
14022,109,98.9,96,2021-08-16,2,5
14023,88,98.2,51,2021-08-16,2,5
14024,100,97.2,189,2021-08-16,2,5
14025,88,97.3,76,2021-08-16,3,5
14026,96,98.1,118,2021-08-16,3,5
14027,109,98.1,100,2021-08-16,1,5
14028,96,97.1,59,2021-08-16,2,3
14029,95,97.4,98,2021-08-16,3,4
14030,108,97.1,61,2021-08-16,2,5
14031,89,96.3,94,2021-08-16,2,5
14032,106,98.6,204,2021-08-16,2,3
14033,107,98.7,153,2021-08-16,1,5
14034,94,97.2,95,2021-08-16,1,5
14035,93,95.8,65,2021-08-16,1,5
14036,90,96.9,50,2021-08-16,3,5
14037,94,97.5,117,2021-08-16,2,4
14038,108,98.5,101,2021-08-16,1,5
14039,108,98.8,88,2021-08-16,1,5
14040,101,98.1,76,2021-08-16,1,3
14041,79,95.2,69,2021-08-16,2,4
14042,101,97.0,73,2021-08-16,3,4
14043,107,98.5,85,2021-08-16,1,5
14044,98,97.4,65,2021-08-16,2,5
14045,102,98.1,121,2021-08-16,1,5
14046,108,98.6,86,2021-08-16,1,5
14047,108,98.0,63,2021-08-16,1,5
14048,98,98.5,49,2021-08-16,1,5
14049,88,96.9,73,2021-08-16,2,4
14050,92,96.4,131,2021-08-16,3,5
14051,102,98.3,140,2021-08-16,2,4
14052,94,97.5,39,2021-08-16,1,5
14053,98,97.6,92,2021-08-16,3,5
14054,94,97.8,102,2021-08-16,2,5
14055,82,95.7,51,2021-08-16,3,5
14056,83,96.1,55,2021-08-16,2,5
14057,84,96.6,91,2021-08-16,1,4
14058,90,96.6,120,2021-08-16,3,5
14059,81,95.5,88,2021-08-16,2,5
14060,38,97.6,36,2021-08-16,5,5
14061,98,97.2,96,2021-08-16,2,5
14062,105,97.9,75,2021-08-16,2,5
14063,105,98.0,159,2021-08-16,1,5
14064,106,98.4,119,2021-08-16,2,4
14065,95,97.0,79,2021-08-16,2,5
14066,83,96.0,64,2021-08-16,2,5
14067,89,97.8,52,2021-08-16,3,5
14068,94,98.0,97,2021-08-16,2,5
14069,121,99.3,54,2021-08-16,1,5
14070,119,98.9,84,2021-08-16,1,5
14071,99,97.7,185,2021-08-16,3,4
14072,107,98.1,189,2021-08-16,2,4
14073,91,96.6,90,2021-08-16,2,5
14074,104,98.0,78,2021-08-16,1,5
14075,99,97.5,104,2021-08-16,2,5
14076,108,97.6,77,2021-08-16,1,5
14077,94,97.4,75,2021-08-16,3,5
14078,100,98.0,83,2021-08-16,1,3
14079,116,99.6,89,2021-08-16,1,5
14080,101,98.2,76,2021-08-16,1,4
14081,114,98.5,145,2021-08-16,1,5
14082,82,97.6,58,2021-08-17,2,5
14083,89,97.9,69,2021-08-17,3,5
14084,98,97.7,106,2021-08-17,4,5
14085,98,97.7,62,2021-08-17,2,5
14086,98,98.4,87,2021-08-17,2,5
14087,100,97.4,81,2021-08-17,1,4
14088,108,98.8,65,2021-08-17,1,4
14089,102,99.5,69,2021-08-17,2,5
14090,84,95.5,69,2021-08-17,2,5
14091,101,98.2,71,2021-08-17,1,5
14092,103,97.9,113,2021-08-17,1,5
14093,102,98.4,102,2021-08-17,1,5
14094,71,99.2,52,2021-08-17,5,5
14095,105,98.1,128,2021-08-17,1,5
14096,96,98.5,49,2021-08-17,1,5
14097,110,99.2,166,2021-08-17,1,4
14098,96,97.5,64,2021-08-17,4,5
14099,104,98.3,116,2021-08-17,4,5
14100,86,96.6,37,2021-08-17,3,5
14101,98,97.9,143,2021-08-17,1,5
14102,113,98.3,62,2021-08-17,1,5
14103,99,97.9,71,2021-08-17,1,5
14104,72,95.7,52,2021-08-17,3,4
14105,97,97.7,146,2021-08-17,3,5
14106,101,97.9,96,2021-08-17,2,5
14107,89,96.7,69,2021-08-17,1,4
14108,93,98.0,83,2021-08-17,1,4
14109,88,97.4,66,2021-08-17,2,5
14110,85,96.8,70,2021-08-17,3,5
14111,83,96.5,109,2021-08-17,2,5
14112,101,98.2,125,2021-08-17,2,5
14113,98,97.9,144,2021-08-17,2,3
14114,92,97.2,66,2021-08-17,3,5
14115,100,97.5,58,2021-08-17,1,5
14116,110,98.9,66,2021-08-17,1,5
14117,89,98.1,42,2021-08-17,1,5
14118,88,97.8,69,2021-08-17,1,5
14119,74,95.2,29,2021-08-17,4,5
14120,92,96.9,47,2021-08-17,1,5
14121,99,96.4,66,2021-08-17,1,5
14122,106,98.5,195,2021-08-17,1,4
14123,88,96.4,60,2021-08-17,2,4
14124,94,97.7,49,2021-08-17,1,5
14125,109,98.7,106,2021-08-17,1,5
14126,100,98.2,62,2021-08-17,2,5
14127,100,96.8,106,2021-08-17,1,5
14128,93,96.8,60,2021-08-17,1,4
14129,80,95.9,50,2021-08-17,3,5
14130,92,97.6,83,2021-08-17,1,5
14131,94,97.5,97,2021-08-17,1,4
14132,94,97.5,69,2021-08-17,4,5
14133,95,98.6,95,2021-08-17,1,5
14134,99,98.8,95,2021-08-17,3,3
14135,101,98.8,75,2021-08-17,1,5
14136,94,97.5,69,2021-08-17,2,5
14137,116,99.6,102,2021-08-17,2,5
14138,97,97.7,70,2021-08-17,3,5
14139,89,97.7,63,2021-08-17,1,5
14140,100,98.1,92,2021-08-17,1,5
14141,98,97.7,49,2021-08-17,1,5
14142,101,99.2,78,2021-08-17,3,5
14143,109,97.8,73,2021-08-17,1,5
14144,99,98.2,97,2021-08-17,3,5
14145,85,96.8,74,2021-08-17,2,5
14146,81,98.4,45,2021-08-17,3,5
14147,110,98.6,106,2021-08-17,1,4
14148,103,98.1,154,2021-08-17,3,4
14149,89,96.4,77,2021-08-17,2,5
14150,87,96.9,88,2021-08-17,2,5
14151,87,96.7,61,2021-08-18,2,3
14152,98,99.1,62,2021-08-18,1,5
14153,89,96.8,61,2021-08-18,4,4
14154,98,98.0,178,2021-08-18,1,4
14155,94,98.2,80,2021-08-18,1,5
14156,99,98.6,69,2021-08-18,3,4
14157,95,98.1,54,2021-08-18,1,4
14158,84,98.6,35,2021-08-18,1,5
14159,99,98.1,81,2021-08-18,3,5
14160,87,97.6,85,2021-08-18,1,5
14161,92,97.2,105,2021-08-18,1,5
14162,83,96.1,83,2021-08-18,2,5
14163,100,97.3,121,2021-08-18,2,4
14164,95,97.7,65,2021-08-18,3,5
14165,106,98.6,64,2021-08-18,2,5
14166,115,99.3,119,2021-08-18,1,5
14167,92,97.2,49,2021-08-18,2,4
14168,99,97.6,115,2021-08-18,1,4
14169,109,98.1,100,2021-08-18,1,4
14170,93,97.2,65,2021-08-18,1,4
14171,119,99.3,103,2021-08-18,1,4
14172,94,96.9,52,2021-08-18,3,5
14173,97,98.5,109,2021-08-18,2,5
14174,94,96.6,67,2021-08-18,2,4
14175,109,98.3,57,2021-08-18,2,5
14176,101,97.8,47,2021-08-18,1,5
14177,93,97.2,57,2021-08-18,3,5
14178,99,96.8,66,2021-08-18,1,5
14179,93,97.7,99,2021-08-18,2,5
14180,92,97.8,85,2021-08-18,3,4
14181,93,97.9,50,2021-08-18,2,5
14182,89,97.6,62,2021-08-18,3,5
14183,91,97.8,104,2021-08-18,2,5
14184,107,98.6,55,2021-08-18,2,5
14185,90,97.0,66,2021-08-18,3,5
14186,84,97.8,73,2021-08-18,1,5
14187,89,97.4,78,2021-08-18,2,4
14188,98,98.2,180,2021-08-18,1,5
14189,97,97.5,150,2021-08-18,1,5
14190,71,95.8,43,2021-08-18,2,5
14191,96,97.5,69,2021-08-18,2,5
14192,89,97.1,99,2021-08-18,3,5
14193,110,99.0,63,2021-08-18,1,4
14194,105,98.1,89,2021-08-18,1,4
14195,92,96.9,107,2021-08-18,4,5
14196,81,96.7,41,2021-08-18,4,5
14197,102,98.3,106,2021-08-18,1,5
14198,97,97.8,77,2021-08-18,1,5
14199,95,97.4,87,2021-08-18,4,5
14200,117,99.3,109,2021-08-18,1,5
14201,70,95.8,36,2021-08-18,3,5
14202,93,97.9,87,2021-08-18,3,5
14203,96,96.6,50,2021-08-18,2,5
14204,85,95.4,59,2021-08-18,2,5
14205,107,99.2,75,2021-08-18,2,5
14206,88,96.9,66,2021-08-18,1,5
14207,94,97.3,64,2021-08-18,3,5
14208,102,98.1,115,2021-08-18,2,5
14209,107,98.9,60,2021-08-18,1,5
14210,113,99.6,98,2021-08-18,1,5
14211,105,98.4,61,2021-08-18,1,4
14212,94,97.1,96,2021-08-18,3,5
14213,98,97.7,77,2021-08-18,2,4
14214,93,97.2,90,2021-08-18,1,4
14215,101,98.3,76,2021-08-18,2,5
14216,96,97.7,61,2021-08-18,3,5
14217,99,97.3,64,2021-08-18,1,5
14218,106,98.1,74,2021-08-18,1,4
14219,113,98.3,170,2021-08-18,1,5
14220,101,98.7,71,2021-08-18,1,5
14221,100,97.9,100,2021-08-18,3,5
14222,97,97.7,44,2021-08-18,2,5
14223,94,97.9,77,2021-08-18,1,5
14224,97,97.7,77,2021-08-18,1,5
14225,82,96.0,53,2021-08-19,3,5
14226,88,95.7,62,2021-08-19,1,4
14227,116,99.2,91,2021-08-19,3,4
14228,88,97.7,81,2021-08-19,2,5
14229,86,96.6,61,2021-08-19,2,4
14230,96,96.3,91,2021-08-19,2,4
14231,89,97.7,54,2021-08-19,3,5
14232,86,96.9,49,2021-08-19,3,5
14233,99,98.5,69,2021-08-19,1,5
14234,105,98.4,91,2021-08-19,1,4
14235,96,97.9,78,2021-08-19,2,5
14236,96,97.4,66,2021-08-19,1,4
14237,108,99.0,65,2021-08-19,3,5
14238,96,97.4,74,2021-08-19,2,5
14239,91,96.6,48,2021-08-19,1,5
14240,83,96.8,54,2021-08-19,2,5
14241,100,97.9,84,2021-08-19,3,5
14242,99,97.3,82,2021-08-19,2,5
14243,108,99.2,101,2021-08-19,1,5
14244,120,100.0,20,2021-08-19,2,5
14245,117,100.0,27,2021-08-19,1,5
14246,109,98.8,65,2021-08-19,3,5
14247,95,97.7,140,2021-08-19,3,4
14248,107,98.8,73,2021-08-19,4,5
14249,109,99.1,155,2021-08-19,1,5
14250,112,98.9,108,2021-08-19,2,4
14251,99,98.7,68,2021-08-19,1,5
14252,106,98.5,65,2021-08-19,2,3
14253,95,97.5,110,2021-08-19,3,5
14254,110,98.7,102,2021-08-19,1,4
14255,95,97.9,71,2021-08-19,2,5
14256,90,96.7,66,2021-08-19,3,5
14257,98,96.1,72,2021-08-19,4,5
14258,100,98.3,85,2021-08-19,1,5
14259,113,99.3,99,2021-08-19,1,5
14260,97,97.0,84,2021-08-19,1,4
14261,85,97.0,44,2021-08-19,2,5
14262,90,96.6,94,2021-08-20,2,5
14263,101,98.2,84,2021-08-20,1,3
14264,90,97.1,84,2021-08-20,1,3
14265,101,97.5,75,2021-08-20,1,4
14266,110,98.4,146,2021-08-20,1,5
14267,64,93.7,33,2021-08-20,3,5
14268,103,97.9,102,2021-08-20,1,5
14269,110,99.0,77,2021-08-20,3,5
14270,88,96.7,70,2021-08-20,2,5
14271,107,98.4,100,2021-08-20,2,5
14272,97,97.5,143,2021-08-20,2,5
14273,102,98.8,61,2021-08-20,1,5
14274,106,98.2,72,2021-08-20,5,5
14275,84,97.8,66,2021-08-20,5,5
14276,91,96.6,96,2021-08-20,3,5
14277,112,98.2,118,2021-08-20,1,5
14278,79,95.5,51,2021-08-20,5,5
14279,95,96.7,153,2021-08-20,2,5
14280,96,97.0,74,2021-08-22,1,5
14281,109,99.1,65,2021-08-22,2,5
14282,103,99.0,62,2021-08-22,2,5
14283,100,98.4,82,2021-08-22,1,5
14284,91,96.8,110,2021-08-22,2,5
14285,107,98.2,55,2021-08-22,2,5
14286,92,97.7,95,2021-08-22,3,4
14287,91,95.9,59,2021-08-22,2,4
14288,97,97.5,58,2021-08-22,1,5
14289,102,98.6,51,2021-08-22,1,5
14290,111,98.5,67,2021-08-22,1,5
14291,88,97.5,96,2021-08-22,2,5
14292,94,98.1,56,2021-08-22,2,5
14293,107,97.9,62,2021-08-22,2,5
14294,111,98.6,24,2021-08-22,2,5
14295,97,97.6,104,2021-08-22,2,4
14296,98,97.5,62,2021-08-22,2,4
14297,102,98.6,73,2021-08-22,4,5
14298,96,97.4,82,2021-08-22,1,5
14299,102,98.2,150,2021-08-22,2,5
14300,88,97.4,60,2021-08-22,2,5
14301,104,97.7,127,2021-08-22,1,4
14302,92,97.2,64,2021-08-22,2,5
14303,102,98.2,181,2021-08-22,1,5
14304,86,96.8,80,2021-08-22,5,5
14305,85,96.7,73,2021-08-22,3,3
14306,103,96.2,72,2021-08-22,3,4
14307,98,98.2,85,2021-08-22,2,5
14308,101,97.0,108,2021-08-22,3,5
14309,101,98.5,62,2021-08-22,4,5
14310,105,98.8,86,2021-08-22,2,4
14311,92,97.8,47,2021-08-23,3,5
14312,78,95.7,42,2021-08-23,1,5
14313,86,96.2,42,2021-08-23,2,5
14314,106,98.9,113,2021-08-23,1,5
14315,92,96.9,86,2021-08-23,2,5
14316,92,97.4,42,2021-08-23,3,5
14317,101,98.5,83,2021-08-23,1,4
14318,106,99.0,101,2021-08-23,1,5
14319,114,99.5,154,2021-08-23,1,4
14320,92,96.5,89,2021-08-23,3,5
14321,106,97.8,80,2021-08-23,1,5
14322,94,97.9,67,2021-08-23,1,3
14323,94,98.3,74,2021-08-23,2,5
14324,104,98.2,92,2021-08-23,1,5
14325,101,97.8,154,2021-08-23,2,5
14326,106,98.9,90,2021-08-23,2,4
14327,108,99.1,69,2021-08-23,1,4
14328,95,96.6,102,2021-08-23,4,4
14329,81,96.7,53,2021-08-23,3,5
14330,113,99.3,43,2021-08-23,1,5
14331,99,98.9,83,2021-08-23,5,5
14332,99,97.7,129,2021-08-23,3,4
14333,86,96.8,47,2021-08-23,4,5
14334,105,97.1,108,2021-08-23,1,5
14335,91,96.7,128,2021-08-23,1,4
14336,106,98.6,67,2021-08-23,1,5
14337,104,98.7,97,2021-08-23,1,4
14338,109,99.2,89,2021-08-23,2,4
14339,104,97.2,106,2021-08-23,1,5
14340,95,97.1,88,2021-08-23,3,5
14341,109,99.4,55,2021-08-23,2,5
14342,98,96.6,134,2021-08-23,3,5
14343,95,98.3,59,2021-08-23,2,5
14344,92,97.0,71,2021-08-23,3,5
14345,106,98.6,87,2021-08-23,2,5
14346,73,95.6,50,2021-08-23,1,5
14347,90,97.7,44,2021-08-23,4,5
14348,97,98.6,66,2021-08-23,1,5
14349,94,98.5,73,2021-08-23,3,5
14350,104,97.6,101,2021-08-23,1,5
14351,99,97.1,83,2021-08-23,1,5
14352,60,98.8,45,2021-08-23,5,5
14353,102,97.9,134,2021-08-24,1,4
14354,101,96.8,17,2021-08-24,1,5
14355,90,96.5,73,2021-08-24,1,4
14356,108,98.0,88,2021-08-24,2,5
14357,111,97.8,90,2021-08-24,2,5
14358,103,98.7,62,2021-08-24,2,5
14359,96,97.5,56,2021-08-24,3,5
14360,113,98.5,68,2021-08-24,1,5
14361,90,96.2,85,2021-08-24,2,5
14362,82,97.0,54,2021-08-24,3,4
14363,93,97.2,110,2021-08-24,1,5
14364,99,97.3,69,2021-08-24,1,5
14365,103,98.2,95,2021-08-24,1,5
14366,98,97.6,59,2021-08-24,2,5
14367,85,95.7,73,2021-08-24,4,4
14368,109,98.0,62,2021-08-24,1,5
14369,99,97.8,86,2021-08-24,2,5
14370,90,97.2,86,2021-08-24,2,4
14371,109,98.5,89,2021-08-24,1,5
14372,97,97.8,61,2021-08-24,3,5
14373,90,96.4,84,2021-08-24,3,4
14374,105,98.6,112,2021-08-24,4,5
14375,100,97.7,60,2021-08-24,2,5
14376,89,96.8,55,2021-08-24,3,5
14377,97,97.0,73,2021-08-24,2,5
14378,105,98.2,94,2021-08-24,2,4
14379,104,98.4,78,2021-08-24,1,5
14380,92,96.6,45,2021-08-24,2,5
14381,112,98.9,97,2021-08-24,3,5
14382,104,98.9,57,2021-08-24,4,5
14383,83,94.6,40,2021-08-24,3,5
14384,89,96.9,62,2021-08-24,3,5
14385,97,97.3,61,2021-08-24,3,4
14386,85,96.9,71,2021-08-24,3,4
14387,106,98.6,65,2021-08-24,2,5
14388,95,97.4,97,2021-08-24,1,4
14389,102,98.2,110,2021-08-24,3,5
14390,88,96.1,108,2021-08-24,2,5
14391,95,97.3,63,2021-08-25,1,5
14392,91,98.1,81,2021-08-25,1,4
14393,109,98.8,94,2021-08-25,1,5
14394,83,96.8,219,2021-08-25,1,5
14395,98,98.9,92,2021-08-25,1,5
14396,86,97.0,115,2021-08-25,5,5
14397,108,98.4,95,2021-08-25,1,5
14398,90,96.8,75,2021-08-25,3,5
14399,108,99.0,101,2021-08-25,3,5
14400,83,95.4,41,2021-08-25,2,5
14401,106,98.3,110,2021-08-25,1,5
14402,89,97.7,65,2021-08-25,2,4
14403,102,97.3,77,2021-08-25,1,5
14404,105,97.7,89,2021-08-25,3,5
14405,89,95.9,90,2021-08-25,3,5
14406,96,97.5,69,2021-08-25,1,5
14407,93,96.6,103,2021-08-25,1,5
14408,88,97.2,87,2021-08-25,3,5
14409,77,95.6,50,2021-08-25,1,5
14410,107,98.5,91,2021-08-25,1,5
14411,105,98.3,119,2021-08-25,1,4
14412,94,96.6,99,2021-08-25,3,4
14413,88,97.1,38,2021-08-25,1,3
14414,104,97.8,157,2021-08-25,1,4
14415,100,97.0,65,2021-08-25,3,5
14416,94,96.3,59,2021-08-25,1,5
14417,108,99.3,49,2021-08-26,1,5
14418,111,100.0,39,2021-08-26,1,5
14419,96,97.8,72,2021-08-26,2,5
14420,97,97.5,97,2021-08-26,1,3
14421,101,97.0,196,2021-08-26,1,4
14422,90,96.5,72,2021-08-26,1,5
14423,106,98.4,63,2021-08-26,1,5
14424,101,97.6,64,2021-08-26,2,5
14425,103,98.5,158,2021-08-26,1,4
14426,105,98.9,88,2021-08-26,1,4
14427,97,98.1,73,2021-08-26,4,5
14428,91,97.1,117,2021-08-26,2,4
14429,90,98.4,45,2021-08-26,2,5
14430,101,99.0,139,2021-08-26,3,4
14431,88,96.9,63,2021-08-26,4,5
14432,110,98.5,234,2021-08-26,1,5
14433,92,96.8,75,2021-08-26,3,5
14434,111,99.0,65,2021-08-26,2,5
14435,89,96.5,61,2021-08-26,3,5
14436,103,98.4,95,2021-08-26,2,5
14437,104,98.2,142,2021-08-26,1,4
14438,104,98.6,67,2021-08-26,1,4
14439,109,98.8,49,2021-08-26,3,5
14440,95,96.5,59,2021-08-26,2,5
14441,113,99.0,113,2021-08-26,1,5
14442,97,98.2,61,2021-08-26,1,5
14443,113,98.5,136,2021-08-26,1,4
14444,93,97.0,86,2021-08-26,2,5
14445,112,98.3,78,2021-08-26,2,5
14446,95,97.1,73,2021-08-26,3,5
14447,98,96.9,98,2021-08-26,4,5
14448,105,97.4,74,2021-08-26,3,5
14449,113,98.9,169,2021-08-26,1,5
14450,92,97.2,63,2021-08-26,1,5
14451,93,97.5,75,2021-08-26,3,5
14452,112,98.6,97,2021-08-26,2,5
14453,109,99.2,89,2021-08-26,1,5
14454,92,96.9,66,2021-08-26,3,5
14455,103,97.5,120,2021-08-26,2,5
14456,90,95.7,54,2021-08-26,1,5
14457,108,98.4,43,2021-08-26,1,5
14458,98,97.7,88,2021-08-26,2,5
14459,99,97.4,125,2021-08-26,2,5
14460,95,97.0,104,2021-08-26,2,5
14461,116,99.4,64,2021-08-26,2,5
